experiment_name,split,group_type,group_value,rows,log_mae,p95_abs_pct_error,p99_abs_pct_error,error_gt_20pct_rate
F18_reference_huber_010,test,wide_prev1_present_exact_missing_group,0,441315,0.06305611579004264,0.19190764391231754,0.346404899419507,0.04532816695557595
F18_reference_huber_010,test,wide_prev1_present_exact_missing_group,1,693,0.16657408139380436,0.4687632052795743,0.7563312759792092,0.2972582972582973
F18_reference_huber_010,test,exact_prev1_gap_bucket_plus,1-30,297688,0.05409051055957632,0.16386543152847227,0.27177952493673724,0.028775093386364248
F18_reference_huber_010,test,exact_prev1_gap_bucket_plus,181-365,16289,0.08696779516921782,0.25398262296736124,0.4217557050288027,0.09460372030204432
F18_reference_huber_010,test,exact_prev1_gap_bucket_plus,31-90,82193,0.06355007451363484,0.1915064428031996,0.3184542666574336,0.04439550813329602
F18_reference_huber_010,test,exact_prev1_gap_bucket_plus,366-730,7345,0.11107557807411998,0.32648248656041456,0.5421576588835642,0.16269571136827773
F18_reference_huber_010,test,exact_prev1_gap_bucket_plus,731+,7168,0.16115538710973595,0.443553585555994,0.7510397457643486,0.29115513392857145
F18_reference_huber_010,test,exact_prev1_gap_bucket_plus,91-180,29373,0.07468113290825495,0.2206949524147093,0.3685204806307401,0.06478738977972968
F18_reference_huber_010,test,exact_prev1_gap_bucket_plus,missing_or_negative,1952,0.53091143860024,0.9144646519760286,2.6516881456289707,0.6501024590163934
F18_reference_huber_010,test,prev1_gap_bucket_plus,1-30,307053,0.054725425283686895,0.16579993445709496,0.2753688142125672,0.02982221310327533
F18_reference_huber_010,test,prev1_gap_bucket_plus,181-365,14560,0.0893299342062212,0.26390347741011694,0.43324641950975223,0.10103021978021978
F18_reference_huber_010,test,prev1_gap_bucket_plus,31-90,80451,0.06435718660807173,0.19504801565573798,0.3262020443332364,0.046599793663223574
F18_reference_huber_010,test,prev1_gap_bucket_plus,366-730,6115,0.11670719122023486,0.33692582472157934,0.5586839664491918,0.1775960752248569
F18_reference_huber_010,test,prev1_gap_bucket_plus,731+,5072,0.18770682557615773,0.4862874830414664,0.8136999646467649,0.361198738170347
F18_reference_huber_010,test,prev1_gap_bucket_plus,91-180,27498,0.07544472046811877,0.22375545195190283,0.3717522870148707,0.06735035275292749
